,Tweets,Timestamp,Location,Keyword,Category,Country,Word_Tokens,sentiment,score,Sentiment Score,Positive,Negative
9435,"For me @Twitter is more addictive then @instagram 
And this addictivity I have develop during lockdown only.
Jai ho modi ji 🙏🏻🧡",4/1/2021 19:00,Delhi,Modi,Narendra Modi,India,addictive addictivity develop lockdown only. jai ho 🙏🏻🧡,NEGATIVE,0.9607133865356445,-0.9607133865356445,0.0,0.9607133865356445
9436,"🇺🇲   you are a lier . 

🇮🇳   Chal Modi Kahi ka 

🤣🤣

#India #Usa #indiaVsUSA #MEMES

#indiaVsUSA",4/1/2021 18:58,Delhi,Modi,Narendra Modi,India,🇺🇲 lier . 🇮🇳 chal kahi ka 🤣🤣 #india #usa #indiavsusa #memes #indiavsusa,NEGATIVE,0.9813037514686584,-0.9813037514686584,0.0,0.9813037514686584
9437,"@rssurjewala Tum karte raho Pariwar ki gulami 

Modi yu hi desh seva karte rahenge

Congress Mukt Bharat in 2024",4/1/2021 18:47,Delhi,Modi,Narendra Modi,India,tum karte raho pariwar gulami yu hi desh seva karte rahenge congress mukt bharat,NEGATIVE,0.9858442544937134,-0.9858442544937134,0.0,0.9858442544937134
9438,"#StopVaccinePolitics #TrustYourVaccine 

But when PM Modi be the first to take the Coronavirus vaccine developed by… https://t.co/ll9rqDe0SB",4/1/2021 18:47,Delhi,Modi,Narendra Modi,India,#stopvaccinepolitics #trustyourvaccine coronavirus vaccine developed by…,NEGATIVE,0.9960988163948059,-0.9960988163948059,0.0,0.9960988163948059
9439,"PM Modi to dedicate Rs 3000-cr Kochi-Mangaluru LNG pipeline to the nation on Jan 5
 https://t.co/Q320DE3c6G
⁦… https://t.co/iCRA6sCACQ",4/1/2021 18:45,Delhi,Modi,Narendra Modi,India,dedicate rs 3000-cr kochi-mangaluru lng pipeline nation jan ⁦…,NEGATIVE,0.9620208144187927,-0.9620208144187927,0.0,0.9620208144187927
9440,@sangram_enm Modi’s,4/1/2021 18:44,Delhi,Modi,Narendra Modi,India,modi’s,POSITIVE,0.9977110624313354,0.9977110624313354,0.9977110624313354,0.0
9441,@KandariSheetal @timesofindia Modi ko lagao iska pehla shot... Dekhein toh make in India ka ksnaal,4/1/2021 18:42,Delhi,Modi,Narendra Modi,India,ko lagao iska pehla shot... dekhein toh india ka ksnaal,NEGATIVE,0.8894891142845154,-0.8894891142845154,0.0,0.8894891142845154
9442,@KanganaTeam @diljitdosanjh Are chup ho jaa modi ki maa,4/1/2021 18:41,Delhi,Modi,Narendra Modi,India,chup ho jaa maa,NEGATIVE,0.9955854415893555,-0.9955854415893555,0.0,0.9955854415893555
9443,Farmer Protest on Farm laws Talks Farmers union Modi Govt Live https://t.co/eAPb3KXCDe,4/1/2021 18:40,Delhi,Modi,Narendra Modi,India,farmer protest farm laws talks farmers union live,NEGATIVE,0.8087239265441895,-0.8087239265441895,0.0,0.8087239265441895
9444,सपा कार्यकर्ताओं से विनती है टोटी भैया की बातो मे आकर यूपी मे आंदोलन मत कर देना वरना टिके की जगह टांके लगवाने पड़ें… https://t.co/eicU0j3jib,4/1/2021 18:40,Delhi,Modi,Narendra Modi,India,सपा कार्यकर्ताओं विनती टोटी भैया बातो आकर यूपी आंदोलन मत देना वरना टिके जगह टांके लगवाने पड़ें…,NEGATIVE,0.7823838591575623,-0.7823838591575623,0.0,0.7823838591575623
9445,"@RakeshTikaitBKU @ANI @PTI_News @Zee_Hindustan @ndtvindia @AmarUjalaNews @aajtak @OfficialBKU Modi h is ka naam

Pe… https://t.co/Tkje6Maw8o",4/1/2021 18:39,Delhi,Modi,Narendra Modi,India,h ka naam pe…,NEGATIVE,0.9115809202194214,-0.9115809202194214,0.0,0.9115809202194214
9446,"Jack Ma missing after reportedly criticising China .. our @ReallySwara @RanaAyyub @_sabanaqvi 
@SitaramYechury… https://t.co/QNq2LYjEbR",4/1/2021 18:39,Delhi,Modi,Narendra Modi,India,jack ma missing reportedly criticising china ..,NEGATIVE,0.9904758930206299,-0.9904758930206299,0.0,0.9904758930206299
9447,@sikkimesetroll Modi ko v koi gayab kar do,4/1/2021 18:36,Delhi,Modi,Narendra Modi,India,ko v koi gayab kar,NEGATIVE,0.7128891944885254,-0.7128891944885254,0.0,0.7128891944885254
9448,"@DilliDurAst After a long time we have a Leader with spine. #UPA agents had no spine. 
An agent works for Commissio… https://t.co/QYJTVOFuH5",4/1/2021 18:34,Delhi,Modi,Narendra Modi,India,long time leader spine. #upa agents spine. agent works commissio…,NEGATIVE,0.9612663984298706,-0.9612663984298706,0.0,0.9612663984298706
9449,@OpIndia_com One of the best decision taken by Modi Govt,4/1/2021 18:34,Delhi,Modi,Narendra Modi,India,best decision taken,POSITIVE,0.9991715550422668,0.9991715550422668,0.9991715550422668,0.0
9450,"#7th round of talks between Government and Farmers Unions held in Vigyan Bhawan, New Delhi today https://t.co/lt57W9bFZl #HappyNewYear #Modi",4/1/2021 18:34,Delhi,Modi,Narendra Modi,India,"#7th round talks farmers unions held vigyan bhawan, new delhi today #happynewyear #modi",POSITIVE,0.8765132427215576,0.8765132427215576,0.8765132427215576,0.0
9451,#Union Education Minister lays the foundation stone of the buildings for School of Engineering and AtalBihari Vajpa… https://t.co/5CK7NgSalX,4/1/2021 18:30,Delhi,Modi,Narendra Modi,India,#union education minister lays foundation stone buildings school engineering atalbihari vajpa…,POSITIVE,0.9315625429153442,0.9315625429153442,0.9315625429153442,0.0
9452,The Indian Express’s reputation for independence owes much to its defiance of Indira Gandhi during the Emergency.… https://t.co/5HlBrTCHYe,4/1/2021 18:30,Delhi,Modi,Narendra Modi,India,indian express’s reputation independence owes defiance indira gandhi emergency.…,POSITIVE,0.5042606592178345,0.5042606592178345,0.5042606592178345,0.0
9453,"In a welcome move, the government of India removed the word 'Halal' from its Red Meat Manual issued by APEDA
https://t.co/qTTvfnfnUV",4/1/2021 18:30,Delhi,Modi,Narendra Modi,India,"welcome move, india removed word 'halal' red meat manual issued apeda",POSITIVE,0.8172518610954285,0.8172518610954285,0.8172518610954285,0.0
9454,"@thewish77 @ANI Our ‘ PARDHAN SEWAK’ IS BEHAVING LIKE A DICTATOR. But even HITLER, MOST CRUEL KING AURANGZEB and Ah… https://t.co/5woWNTECMC",4/1/2021 18:29,Delhi,Modi,Narendra Modi,India,"‘ pardhan sewak’ behaving like dictator. hitler, cruel king aurangzeb ah…",NEGATIVE,0.994350016117096,-0.994350016117096,0.0,0.994350016117096
9455,#Brand Opus India Announces the Winners of Education Icon Awards - 2020 https://t.co/Hwuy2dltLU #HappyNewYear #Modi,4/1/2021 18:27,Delhi,Modi,Narendra Modi,India,#brand opus india announces winners education icon awards - #happynewyear #modi,POSITIVE,0.9922822713851929,0.9922822713851929,0.9922822713851929,0.0
9456,#Biker Couple Completes 28 States and 6 UTs in 24 Days https://t.co/HU8F4Ib4Ob #HappyNewYear #Modi,4/1/2021 18:27,Delhi,Modi,Narendra Modi,India,#biker couple completes states uts days #happynewyear #modi,POSITIVE,0.7246342897415161,0.7246342897415161,0.7246342897415161,0.0
9457,"@rohini_sgh Well he is relative of Ramoji Rao. The brand Ambassdor of Modi, and his media channels are now owned by… https://t.co/MnfgMAxv0n",4/1/2021 18:25,Delhi,Modi,Narendra Modi,India,"relative ramoji rao. brand ambassdor modi, media channels owned by…",POSITIVE,0.9634605050086975,0.9634605050086975,0.9634605050086975,0.0
9458,"@saurabhavsbjp @KapilMishra_IND @msisodia Mishra ji ne to degree pr bhi sawal kiye the modi ji ki ..

Tb to nahi ab… https://t.co/eiGIvMZr0P",4/1/2021 18:24,Delhi,Modi,Narendra Modi,India,mishra degree pr bhi sawal kiye .. tb nahi ab…,NEGATIVE,0.9736577272415161,-0.9736577272415161,0.0,0.9736577272415161
9459,Pahle modi se puch uska baap teli he ya patel https://t.co/ummipnEGwD,4/1/2021 18:23,Delhi,Modi,Narendra Modi,India,pahle se puch uska baap teli patel,NEGATIVE,0.9853444695472717,-0.9853444695472717,0.0,0.9853444695472717
9460,"UP Congress president @AjayLalluINC, decides the performance of PM @narendramodi-govt in 2020. @INCIndia 

https://t.co/tGSvRuHSg1",4/1/2021 18:21,Delhi,Modi,Narendra Modi,India,congress president decides performance 2020.,POSITIVE,0.993273913860321,0.993273913860321,0.993273913860321,0.0
9461,@Shivaiel Are you not blind anti modi,4/1/2021 18:21,Delhi,Modi,Narendra Modi,India,blind anti,NEGATIVE,0.9982618093490601,-0.9982618093490601,0.0,0.9982618093490601
9462,@HariManjhi Great decision by Modi govt,4/1/2021 18:20,Delhi,Modi,Narendra Modi,India,great decision,POSITIVE,0.9998354315757751,0.9998354315757751,0.9998354315757751,0.0
9463,"@_YogendraYadav @Bkuektaugrahan After a long time we have a Supreme Leader with spine. #UPA agents had no spine. 
A… https://t.co/8McdzlEhjw",4/1/2021 18:19,Delhi,Modi,Narendra Modi,India,long time supreme leader spine. #upa agents spine. a…,NEGATIVE,0.9724259972572327,-0.9724259972572327,0.0,0.9724259972572327
9464,@ReallySwara https://t.co/a2xDxOmKGb,4/1/2021 18:17,Delhi,Modi,Narendra Modi,India,,POSITIVE,0.7481210231781006,0.7481210231781006,0.7481210231781006,0.0
9465,@ANI https://t.co/a2xDxOmKGb,4/1/2021 18:17,Delhi,Modi,Narendra Modi,India,,POSITIVE,0.7481210231781006,0.7481210231781006,0.7481210231781006,0.0
9466,I am a blind modi fan..  some people have problems  with that....why if you can be blind dynast family fans..,4/1/2021 18:17,Delhi,Modi,Narendra Modi,India,blind fan.. people problems that....why blind dynast family fans..,NEGATIVE,0.9993414282798767,-0.9993414282798767,0.0,0.9993414282798767
9467,"Modi ke baap ne bheje hain,,,,,sanghi ganduo https://t.co/G1DIXpHCgi",4/1/2021 18:17,Delhi,Modi,Narendra Modi,India,"ke baap bheje hain,,,,,sanghi ganduo",NEGATIVE,0.9111934900283813,-0.9111934900283813,0.0,0.9111934900283813
9468,Modi ji se ab nahi ho pa raha hai werna ab tak to pellet gun nikal jane chahiye they. https://t.co/1oLGzQ7ZXr,4/1/2021 18:14,Delhi,Modi,Narendra Modi,India,se nahi ho pa raha hai werna tak pellet gun nikal jane chahiye they.,NEGATIVE,0.9916427135467529,-0.9916427135467529,0.0,0.9916427135467529
9469,Jab Modi sarkar hi kara rahi hai to Sangayan kaun lega aur isi karname pe % Hindu bhai log Modi ji ko vote karte hai https://t.co/bLU0sKFVMf,4/1/2021 18:12,Delhi,Modi,Narendra Modi,India,jab sarkar hi kara rahi hai sangayan kaun lega aur isi karname pe % hindu bhai log ko vote karte hai,NEGATIVE,0.9222900867462158,-0.9222900867462158,0.0,0.9222900867462158
9470,"Look at Mr Modi's dalal paid media

Totally biased media

They will only do politics and support modi

They will ca… https://t.co/iVQCzt0fjM",4/1/2021 18:11,Delhi,Modi,Narendra Modi,India,look mr modi's dalal paid media totally biased media politics support ca…,NEGATIVE,0.9984821677207947,-0.9984821677207947,0.0,0.9984821677207947
9471,@rahulkanwal Modi govt. has done more harm to both its own &amp; co. reputatation by expediting the approval before com… https://t.co/AGCEchgeW5,4/1/2021 18:11,Delhi,Modi,Narendra Modi,India,govt. harm &amp; co. reputatation expediting approval com…,NEGATIVE,0.9870275855064392,-0.9870275855064392,0.0,0.9870275855064392
9472,@ElleGrewal @KanganaTeam Stupid guy I'm not a follower of modi first clear your fact point who gave you twitter Inside your hands.,4/1/2021 18:10,Delhi,Modi,Narendra Modi,India,stupid guy i'm follower clear fact point gave twitter inside hands.,NEGATIVE,0.997869610786438,-0.997869610786438,0.0,0.997869610786438
9473,"@zoo_bear Bhai par Income Tax toh modi ne khrid li thee na? Accha sorry, ab ye baat tumhare agenda ko suit nhi na kregi🙂",4/1/2021 18:10,Delhi,Modi,Narendra Modi,India,"bhai par income tax toh khrid li thee na? accha sorry, ye baat tumhare agenda ko suit nhi kregi🙂",NEGATIVE,0.9992393851280212,-0.9992393851280212,0.0,0.9992393851280212
9474,"🇱🇷      Pet Dogy

🇮🇳      Narendra Modi (Adani-Ambani's groups)",4/1/2021 18:10,Delhi,Modi,Narendra Modi,India,🇱🇷 pet dogy 🇮🇳 narendra (adani-ambani's groups),NEGATIVE,0.9784104228019714,-0.9784104228019714,0.0,0.9784104228019714
9475,"@drcheruvarun @moayush Dr, Varun
I request u PLS don't question anyone world Guru MODI ji has worked 24/7 365days t… https://t.co/bVtWTh4sDH",4/1/2021 18:09,Delhi,Modi,Narendra Modi,India,"dr, varun request u pls don't question world guru worked 24/7 365days t…",NEGATIVE,0.9633030295372009,-0.9633030295372009,0.0,0.9633030295372009
9476,@PashmeenKaur11 Keede pade modi ko,4/1/2021 18:06,Delhi,Modi,Narendra Modi,India,keede pade ko,POSITIVE,0.9699113965034485,0.9699113965034485,0.9699113965034485,0.0
9477,"Look at Mr Modi's dalal paid media

Totally biased media

They will only do politics and support modi

They will ca… https://t.co/bqTHxSnCMg",4/1/2021 18:04,Delhi,Modi,Narendra Modi,India,look mr modi's dalal paid media totally biased media politics support ca…,NEGATIVE,0.9984821677207947,-0.9984821677207947,0.0,0.9984821677207947
9478,Prime Minister Shri Narendra Modi Ji will dedicate the Kochi-Mangaluru Natural Gas Pipeline to the nation on 5 Janu… https://t.co/US3fO00sko,4/1/2021 18:04,Delhi,Modi,Narendra Modi,India,prime minister narendra dedicate kochi-mangaluru natural gas pipeline nation janu…,NEGATIVE,0.9385414719581604,-0.9385414719581604,0.0,0.9385414719581604
9479,Prime Minister Shri Narendra Modi will dedicate the Kochi - Mangaluru Natural Gas Pipeline to the nation on 5th Jan… https://t.co/x6LEVStfcg,4/1/2021 18:02,Delhi,Modi,Narendra Modi,India,prime minister narendra dedicate kochi - mangaluru natural gas pipeline nation 5th jan…,NEGATIVE,0.9238515496253967,-0.9238515496253967,0.0,0.9238515496253967
9480,"माननीय प्रदेश अध्यक्ष @AjayLalluINC जी  का एक्सक्लुसिव इंटरव्यू यहाँ पढ़िये-
interview, given to @SidMamtany of… https://t.co/pPu988rEeL",4/1/2021 18:01,Delhi,Modi,Narendra Modi,India,"माननीय प्रदेश अध्यक्ष एक्सक्लुसिव इंटरव्यू पढ़िये- interview, given of…",NEGATIVE,0.8967186212539673,-0.8967186212539673,0.0,0.8967186212539673
9481,Everything is happening the way Rahul Gandhi predicted. He had warned Modi govt to have a vaccine plan ready. But l… https://t.co/ybOBM8pJA6,4/1/2021 18:00,Delhi,Modi,Narendra Modi,India,happening way rahul gandhi predicted. warned vaccine plan ready. l…,NEGATIVE,0.9430089592933655,-0.9430089592933655,0.0,0.9430089592933655
9482,"👉Mr Modi must stop Vaccine Politics urgently

👉Mr Modi after failed to manage COVID19 , now resort to vaccine polit… https://t.co/tszqEzBWBt",4/1/2021 17:56,Delhi,Modi,Narendra Modi,India,"👉mr stop vaccine politics urgently 👉mr failed manage covid19 , resort vaccine polit…",NEGATIVE,0.9994934797286987,-0.9994934797286987,0.0,0.9994934797286987
9483,@NeetuGarg6 Two min silence for those who are thinking that these road blockers are the farmers...and the pity on g… https://t.co/MEyZvnDX6c,4/1/2021 17:54,Delhi,Modi,Narendra Modi,India,min silence thinking road blockers farmers...and pity g…,NEGATIVE,0.9967761635780334,-0.9967761635780334,0.0,0.9967761635780334
9484,"आज का नाम
NARENDRA ADANIDAS MODI
#FarmersProtest 
@narendramodi @sambitswaraj @INCDelhi",4/1/2021 17:54,Delhi,Modi,Narendra Modi,India,आज नाम narendra adanidas #farmersprotest,NEGATIVE,0.9084229469299316,-0.9084229469299316,0.0,0.9084229469299316
9485,@KanwalSibal You explained it so clearly and it is simple common sense but I am surprised that @ShekharGupta who fl… https://t.co/ebZCm4bWqV,4/1/2021 17:51,Delhi,Modi,Narendra Modi,India,explained clearly simple common sense surprised fl…,POSITIVE,0.9983202219009399,0.9983202219009399,0.9983202219009399,0.0
9486,"@free_thinker @samjawed65 @Pooja_Chaudhuri Oh come on...
Don't you know Rajat Sharma is ""dalla(दल्ला)"" of Modi ??… https://t.co/NevENGzakf",4/1/2021 17:48,Delhi,Modi,Narendra Modi,India,"oh come on... don't know rajat sharma ""dalla(दल्ला)"" ??…",NEGATIVE,0.9984723925590515,-0.9984723925590515,0.0,0.9984723925590515
9487,"@shalabhmani Dosra modi hai, radar wala",4/1/2021 17:48,Delhi,Modi,Narendra Modi,India,"dosra hai, radar wala",NEGATIVE,0.9876729249954224,-0.9876729249954224,0.0,0.9876729249954224
9488,Aam Janta is being advised by Government to boycott Chainas product on the other hand Government itself has given M… https://t.co/BfHyo3zD6a,4/1/2021 17:47,Delhi,Modi,Narendra Modi,India,aam janta advised boycott chainas product hand given m…,NEGATIVE,0.9985120296478271,-0.9985120296478271,0.0,0.9985120296478271
9489,"#BJP #MODI &amp; #AmitShah
These are not mere politicians whom you thought can buy with money &amp; muscle power.
They are… https://t.co/VgtM67wz2X",4/1/2021 17:46,Delhi,Modi,Narendra Modi,India,#bjp #modi &amp; #amitshah mere politicians thought buy money &amp; muscle power. are…,NEGATIVE,0.9755373001098633,-0.9755373001098633,0.0,0.9755373001098633
9490,"I feel extremely proud when our PM Narendra Modi gives his speeches globally in Hindi. 

Endorse if you feel the sa… https://t.co/oS5i0VeLy5",4/1/2021 17:46,Delhi,Modi,Narendra Modi,India,feel extremely proud narendra gives speeches globally hindi. endorse feel sa…,POSITIVE,0.9995608329772949,0.9995608329772949,0.9995608329772949,0.0
9491,"@Nher_who @sudhirchaudhary 🇺🇸 : our vaccine has 90% efficacy .

🇮🇳 : Modi ji par trust rkho. 

😉😆",4/1/2021 17:44,Delhi,Modi,Narendra Modi,India,🇺🇸 : vaccine 90% efficacy . 🇮🇳 : par trust rkho. 😉😆,POSITIVE,0.8304728865623474,0.8304728865623474,0.8304728865623474,0.0
9492,@ParameshwaraKu2 @GaneshJaiHind Sir I think you should ask modi to kill all the muslims as that will be better than… https://t.co/lXQeRRTjwX,4/1/2021 17:44,Delhi,Modi,Narendra Modi,India,sir think ask kill muslims better than…,NEGATIVE,0.9934110641479492,-0.9934110641479492,0.0,0.9934110641479492
9493,"Sad to see how BJP govt dealing with the farmers.
Tried their best to name it as khalistani &amp; other names.
Everyday… https://t.co/ZHbaXHUUnA",4/1/2021 17:43,Delhi,Modi,Narendra Modi,India,sad dealing farmers. tried best khalistani &amp; names. everyday…,NEGATIVE,0.8967925310134888,-0.8967925310134888,0.0,0.8967925310134888
9494,"@sudhirchaudhary Hmko to modi ji par trust h 
Jo kiya sb gud gober hi kya hai 😉🤘🤘",4/1/2021 17:43,Delhi,Modi,Narendra Modi,India,hmko par trust h jo kiya sb gud gober hi kya hai 😉🤘🤘,NEGATIVE,0.9777010083198547,-0.9777010083198547,0.0,0.9777010083198547
9495,@RajatSharmaLive Nahin ji ..chinta tho sirf apko aur modi ji ko hai,4/1/2021 17:38,Delhi,Modi,Narendra Modi,India,nahin ..chinta tho sirf apko aur ko hai,NEGATIVE,0.9781397581100464,-0.9781397581100464,0.0,0.9781397581100464
9496,@Manojiete2014 @god_particle111 @indian12456 @diljitdosanjh modi apni degree k toh dikha nai paya,4/1/2021 17:38,Delhi,Modi,Narendra Modi,India,apni degree k toh dikha nai paya,NEGATIVE,0.8835781812667847,-0.8835781812667847,0.0,0.8835781812667847
9497,"@aviksahaindia @_YogendraYadav Haa bsdk tum bologe aur Modi maan jaayega.
Tumhare baap ka naukar hai na wo 🙂😃",4/1/2021 17:36,Delhi,Modi,Narendra Modi,India,haa bsdk tum bologe aur maan jaayega. tumhare baap ka naukar hai 🙂😃,NEGATIVE,0.9975960850715637,-0.9975960850715637,0.0,0.9975960850715637
9498,PM Modi asserts that quality and credibility should be the pillar for brand India; Inaugurates National Metrology C… https://t.co/gXyrXyCTmO,4/1/2021 17:36,Delhi,Modi,Narendra Modi,India,asserts quality credibility pillar brand india; inaugurates national metrology c…,NEGATIVE,0.9728685617446899,-0.9728685617446899,0.0,0.9728685617446899
9499,@Asifrahmanmolla Ek ajooba toh modi bhi hai who follows the religion of hate,4/1/2021 17:36,Delhi,Modi,Narendra Modi,India,ek ajooba toh bhi hai follows religion hate,NEGATIVE,0.9862885475158691,-0.9862885475158691,0.0,0.9862885475158691
9500,"Congratulations India, indigenous vaccines have arrived!

With two vaccines getting approval from DCGI for emergenc… https://t.co/AtgfMaexOv",4/1/2021 17:35,Delhi,Modi,Narendra Modi,India,"congratulations india, indigenous vaccines arrived! vaccines getting approval dcgi emergenc…",POSITIVE,0.9978532791137695,0.9978532791137695,0.9978532791137695,0.0
9501,"@ExMachina1196 Bhai insaan hi ho na tum😳, shame on you. Phele kisan khalistani tha, fir Pakistani bna, fir misleade… https://t.co/uoKxNCHmOb",4/1/2021 17:35,Delhi,Modi,Narendra Modi,India,"bhai insaan hi ho tum😳, shame you. phele kisan khalistani tha, fir pakistani bna, fir misleade…",NEGATIVE,0.9990777373313904,-0.9990777373313904,0.0,0.9990777373313904
9502,Kisan - Hatyara- Modi https://t.co/p5qa00jg3x,4/1/2021 17:34,Delhi,Modi,Narendra Modi,India,kisan - hatyara-,POSITIVE,0.9760496020317078,0.9760496020317078,0.9760496020317078,0.0
9503,@republic @Sanju_Verma_ Yese logo ko chahiye modi sarkar nahi conges sarkar jo shikh ko dekhte hi Mar do OK,4/1/2021 17:29,Delhi,Modi,Narendra Modi,India,yese logo ko chahiye sarkar nahi conges sarkar jo shikh ko dekhte hi mar ok,NEGATIVE,0.9764536023139954,-0.9764536023139954,0.0,0.9764536023139954
9504,@coolfunnytshirt Modi wala .. din mein teen baar badal ke !,4/1/2021 17:28,Delhi,Modi,Narendra Modi,India,wala .. din teen baar badal ke !,NEGATIVE,0.9876915812492371,-0.9876915812492371,0.0,0.9876915812492371
9505,"Modi ji h to sab vivad suljhne mumkin h

ऑपरेशन क्लीनअप: 'विवाद से विश्वास' योजना के तहत एक लाख करोड़ रुपये के विवा… https://t.co/HAmnWqG2bf",4/1/2021 17:25,Delhi,Modi,Narendra Modi,India,h sab vivad suljhne mumkin h ऑपरेशन क्लीनअप: 'विवाद विश्वास' योजना तहत लाख करोड़ रुपये विवा…,NEGATIVE,0.9507625102996826,-0.9507625102996826,0.0,0.9507625102996826
9506,"PM Modi inaugurates LHPs in six states 
#LHP #LHPSTATES #pmmodi 
Rea more about it : https://t.co/UbFWNxCmyw",4/1/2021 17:24,Delhi,Modi,Narendra Modi,India,inaugurates lhps states #lhp #lhpstates #pmmodi rea :,NEGATIVE,0.9981939196586609,-0.9981939196586609,0.0,0.9981939196586609
