,Tweets,Timestamp,Location,Keyword,Category,Country,Word_Tokens,sentiment,score,Sentiment Score,Positive,Negative
24,"Das Thema Corona und seine Bekämpfung ist so vielschichtig, dass ich mich nie in einem Kommentar komplett wiederfin… https://t.co/MS2j5EFfLG",5/1/2021 20:24,Berlin,Merkel,Angela Merkel,Germany,"thema bekämpfung vielschichtig, kommentar komplett wiederfin…",NEGATIVE,0.9949799180030823,-0.9949799180030823,0.0,0.9949799180030823
25,"@polenz_r Wie kann die Merkel es wagen, die Demokratie gefährdet hier immer noch die BLÖD Zeitung, damit das klar ist!",5/1/2021 20:24,Berlin,Merkel,Angela Merkel,Germany,"wagen, demokratie gefährdet blöd zeitung, klar ist!",NEGATIVE,0.9959457516670227,-0.9959457516670227,0.0,0.9959457516670227
26,"Das Coole unter diesem Trend ist, dass es Blockempfehlungen en masse gibt. Alle auf einem Haufen.
Danke Merkel😉🤣

W… https://t.co/bar3noJCbJ",5/1/2021 20:23,Berlin,Merkel,Angela Merkel,Germany,"coole trend ist, blockempfehlungen masse gibt. haufen. danke merkel😉🤣 w…",POSITIVE,0.9442648887634277,0.9442648887634277,0.9442648887634277,0.0
27,Merkel refuerza y prolonga su confinamiento en @NiusDiario. https://t.co/vvddLBKODQ.,5/1/2021 20:15,Berlin,Merkel,Angela Merkel,Germany,refuerza y prolonga su confinamiento,NEGATIVE,0.6450454592704773,-0.6450454592704773,0.0,0.6450454592704773
28,Es wird der Tag kommen da wird der Begriff #Merkelleugner in die dt.Sprache eingehen. Dieser Begriff bezeichnet… https://t.co/s7a8U4RQsO,5/1/2021 20:10,Berlin,Merkel,Angela Merkel,Germany,begriff #merkelleugner dt.sprache eingehen. begriff bezeichnet…,NEUTRAL,0.9999632835388184,-0.9999632835388184,0.0,0.0
29,"Ich kann nur froh sein, dass der Gesundheitsminister so aktiv ist.""
Ich liebe Fr. Merkel für solche Sätze.… https://t.co/PeqRpuEhJY",5/1/2021 20:08,Berlin,Merkel,Angela Merkel,Germany,"froh sein, gesundheitsminister aktiv ist."" liebe fr. sätze.…",NEUTRAL,0.9743017554283142,-0.9743017554283142,0.0,0.0
30,@drumheadberlin @BILD Die Gefährdung der Demokratie hielt bereits von Anfang an mit dieser Merkel Einzug; 2005.,5/1/2021 20:07,Berlin,Merkel,Angela Merkel,Germany,gefährdung demokratie hielt anfang einzug; 2005.,NEUTRAL,0.9999900460243225,-0.9999900460243225,0.0,0.0
31,"Chinas Armee verpasst Soldaten Helme mit einem Selbstzerstörungsmechanismus, der vom Vorgesetzten aktiviert werden… https://t.co/vTCkV2oYCg",5/1/2021 20:07,Berlin,Merkel,Angela Merkel,Germany,"chinas armee verpasst soldaten helme selbstzerstörungsmechanismus, vorgesetzten aktiviert werden…",NEUTRAL,0.9986928105354309,-0.9986928105354309,0.0,0.0
32,"Alternativlos,Merkel halt,im Verbund mit ihrer Freundin v.d.L. https://t.co/y6c0nfpnem",5/1/2021 20:07,Berlin,Merkel,Angela Merkel,Germany,"alternativlos,merkel halt,im verbund freundin v.d.l.",NEUTRAL,0.9993496537208557,-0.9993496537208557,0.0,0.0
33,Möglichkeiten zur Kooperation: Putin und Merkel sprechen über gemeinsame Impfstoff-Produktion https://t.co/tE1htnvht4 via @faznet,5/1/2021 20:04,Berlin,Merkel,Angela Merkel,Germany,möglichkeiten kooperation: putin sprechen gemeinsame impfstoff-produktion,NEUTRAL,0.9999902248382568,-0.9999902248382568,0.0,0.0
34,Alemania prolonga y endurece las restricciones ante sus dificultades para aplanar la curva. Lo han acordado Merkel… https://t.co/oZ6T6aWwdV,5/1/2021 20:02,Berlin,Merkel,Angela Merkel,Germany,alemania prolonga y endurece las restricciones ante sus dificultades para aplanar la curva. lo han acordado merkel…,NEGATIVE,0.5331191420555115,-0.5331191420555115,0.0,0.5331191420555115
35,@maschmi73 @StBrandner @AfDimBundestag Stil UND Merkel passen auch nicht zueinander. 😉,5/1/2021 19:59,Berlin,Merkel,Angela Merkel,Germany,stil passen zueinander. 😉,POSITIVE,0.4640481173992157,0.4640481173992157,0.4640481173992157,0.0
36,Merkel: „Wenn ich mal auspacke ...“ @BILD https://t.co/tWRDnfypwZ,5/1/2021 19:57,Berlin,Merkel,Angela Merkel,Germany,merkel: „wenn mal auspacke ...“,NEGATIVE,0.9662816524505615,-0.9662816524505615,0.0,0.9662816524505615
37,@Steinhoefel Warum die Aufregung. Frau Merkel will sich doch jetzt persönlich um das Impfchaos kümmern. Und zualler… https://t.co/zs2xxbYapP,5/1/2021 19:56,Berlin,Merkel,Angela Merkel,Germany,aufregung. frau persönlich impfchaos kümmern. zualler…,NEGATIVE,0.8923713564872742,-0.8923713564872742,0.0,0.8923713564872742
38,"Cara Angela Merkel, ormai ci sei riuscita a farmi arrendere al lockdown infinito fino a data da destinarsi. Ormai t… https://t.co/nENX62xuxy",5/1/2021 19:55,Berlin,Merkel,Angela Merkel,Germany,"cara angela merkel, ormai ci riuscita farmi arrendere al lockdown infinito fino data destinarsi. ormai t…",NEGATIVE,0.6844832301139832,-0.6844832301139832,0.0,0.6844832301139832
39,Richtig harter Lockdown dann also im Februar. Weil dem Virus Appelle egal sind. Und dieses jämmerliche PK-Schauspie… https://t.co/B7YHNoEDlY,5/1/2021 19:53,Berlin,Merkel,Angela Merkel,Germany,harter lockdown februar. virus appelle egal sind. jämmerliche pk-schauspie…,NEGATIVE,0.9889230132102966,-0.9889230132102966,0.0,0.9889230132102966
40,"Das nächste Update der #CoronaApp wird eine Funktion sein, die beim Überschreiten des von #Merkel in ihrer unendlic… https://t.co/Rg7pY29BmJ",5/1/2021 19:51,Berlin,Merkel,Angela Merkel,Germany,"nächste update #coronaapp funktion sein, überschreiten #merkel unendlic…",NEGATIVE,0.9788202047348022,-0.9788202047348022,0.0,0.9788202047348022
41,"@Aquinate2 Unsere neuen Götter auf Merkels  Befehl .....die fordern jetzt   die Wettertiefs usw, nur noch mit Islam… https://t.co/FILErtlVyJ",5/1/2021 19:47,Berlin,Merkel,Angela Merkel,Germany,"götter merkels befehl .....die fordern wettertiefs usw, islam…",NEGATIVE,0.8978732824325562,-0.8978732824325562,0.0,0.8978732824325562
42,"Gottseidank, Merkel macht die Impfstoffbeschaffung zur Chefsache. Wir sind gerettet. Ich könnte vor Freude voll abk… https://t.co/th42EVpWb9",5/1/2021 19:46,Berlin,Merkel,Angela Merkel,Germany,"gottseidank, impfstoffbeschaffung chefsache. gerettet. freude voll abk…",NEGATIVE,0.7278640270233154,-0.7278640270233154,0.0,0.7278640270233154
43,"@erik_fluegge Ich sehe das anders - Merkel macht die Impfstrategie jetzt zur Chefsache, und da spielt eben Herr Bra… https://t.co/XCh8tou4kC",5/1/2021 19:44,Berlin,Merkel,Angela Merkel,Germany,"sehe - impfstrategie chefsache, spielt herr bra…",NEUTRAL,0.8923426866531372,-0.8923426866531372,0.0,0.0
44,"Für Interessierte, die #PK mit Bundeskanzlerin #Merkel, MP #Söder und Reg. Bürgermeister #Müller in voller Länge (c… https://t.co/ujpGiCdN29",5/1/2021 19:42,Berlin,Merkel,Angela Merkel,Germany,"interessierte, #pk bundeskanzlerin #merkel, mp #söder reg. bürgermeister #müller voller länge (c…",NEUTRAL,0.9603610634803772,-0.9603610634803772,0.0,0.0
45,"KANZLERIN ANGELA MERKEL AUF DEM CORONA-GIPFEL
„Wenn ich mal auspacke ...“

Mir wäre es eigentlich lieber wenn sie e… https://t.co/Y3HtHHlNG4",5/1/2021 19:42,Berlin,Merkel,Angela Merkel,Germany,kanzlerin angela corona-gipfel „wenn mal auspacke ...“ eigentlich e…,NEGATIVE,0.9279319643974304,-0.9279319643974304,0.0,0.9279319643974304
46,"Kanzlerin #Merkel: Die Maßnahmen sind einschneidend. Wir ergreifen sie, um unser Ziel zu erreichen: die Infektionsk… https://t.co/dB4d5fR0Za",5/1/2021 19:41,Berlin,Merkel,Angela Merkel,Germany,"kanzlerin #merkel: maßnahmen einschneidend. ergreifen sie, ziel erreichen: infektionsk…",NEUTRAL,0.993294358253479,-0.993294358253479,0.0,0.0
47,"Der #Lockdown wird verlängert, Kontakte weiter eingeschränkt, private Ausflüge in Risikogebieten untersagt. Schulen… https://t.co/mK1cj6Utl3",5/1/2021 19:39,Berlin,Merkel,Angela Merkel,Germany,"#lockdown verlängert, kontakte eingeschränkt, private ausflüge risikogebieten untersagt. schulen…",NEUTRAL,0.9967779517173767,-0.9967779517173767,0.0,0.0
48,"Kann es sein, dass Merkel den Lockdown so lange verlängern will, um eine reine Briefwahl alternativlos werden zu la… https://t.co/vNm0dmIr97",5/1/2021 19:38,Berlin,Merkel,Angela Merkel,Germany,"sein, lockdown verlängern will, reine briefwahl alternativlos la…",NEUTRAL,0.9998325705528259,-0.9998325705528259,0.0,0.0
49,"@JeannePlaumann @tibor So, wie Merkel es erklärt hat, ist das eher überall ein Korridor rund um den jeweiligen Ort bzw. den Landkreis.",5/1/2021 19:38,Berlin,Merkel,Angela Merkel,Germany,"so, erklärt hat, eher überall korridor jeweiligen ort bzw. landkreis.",NEUTRAL,0.999976396560669,-0.999976396560669,0.0,0.0
50,In Corona-Hotspots soll es künftig eine Regel zum Bewegungsradius geben. Diese soll touristische Tagesausflüge verh… https://t.co/HVhG8ZCgZX,5/1/2021 19:37,Berlin,Merkel,Angela Merkel,Germany,corona-hotspots künftig regel bewegungsradius geben. touristische tagesausflüge verh…,NEUTRAL,0.9955523610115051,-0.9955523610115051,0.0,0.0
51,"https://t.co/uXfhAjdy8A

Wie abstoßend, wenn sich ein Hochglanzblatt des selbsternannten ""Qualitätsjournalismus"" fü… https://t.co/A3IS8GnmCV",5/1/2021 19:35,Berlin,Merkel,Angela Merkel,Germany,"abstoßend, hochglanzblatt selbsternannten ""qualitätsjournalismus"" fü…",NEGATIVE,0.9971612095832825,-0.9971612095832825,0.0,0.9971612095832825
52,„Was für eine Bankrott-Erklärung! Ein Jahr lang ignoriert die Ministerpräsidentenkonferenz den speziellen Schutz de… https://t.co/KhAgYcq74A,5/1/2021 19:33,Berlin,Merkel,Angela Merkel,Germany,„was bankrott-erklärung! ignoriert ministerpräsidentenkonferenz speziellen schutz de…,NEGATIVE,0.9518454670906067,-0.9518454670906067,0.0,0.9518454670906067
53,"@cpietsch93 @Zeitgeschehen_ Das kann man nur hoffen, aber ich habe da leider Zweifel. Die Merkel lächelt kurz vor d… https://t.co/RQNp2CqTMp",5/1/2021 19:31,Berlin,Merkel,Angela Merkel,Germany,"hoffen, zweifel. lächelt d…",NEGATIVE,0.5499209761619568,-0.5499209761619568,0.0,0.5499209761619568
54,"@aryeshalicar Sie hat die Alten nicht geschützt, als es geboten und möglich gewesen wäre, stattdessen alle anderen… https://t.co/VqObV9WLAI",5/1/2021 19:31,Berlin,Merkel,Angela Merkel,Germany,"alten geschützt, geboten wäre, stattdessen anderen…",NEUTRAL,0.9651698470115662,-0.9651698470115662,0.0,0.0
55,"""Die Maßnahmen, die wir heute beschlossen haben, sind einschneidend.""

Angela Merkel erklärt, warum die Regierung d… https://t.co/KAbeRoH6mk",5/1/2021 19:29,Berlin,Merkel,Angela Merkel,Germany,"""die maßnahmen, beschlossen haben, einschneidend."" angela erklärt, d…",NEUTRAL,0.9981011152267456,-0.9981011152267456,0.0,0.0
56,"Ich vermute, dass #Merkel Kompromittierendes gegen #Spahn &amp; #Soeder in der Hand hat und beide als potentielle Nachf… https://t.co/Mpi8AEZ5l7",5/1/2021 19:28,Berlin,Merkel,Angela Merkel,Germany,"vermute, #merkel kompromittierendes #spahn &amp; #soeder hand potentielle nachf…",NEUTRAL,0.9699057936668396,-0.9699057936668396,0.0,0.0
57,"Kanzlerin #Merkel nach der MPK: Die Wintermonate sind die Monate, in denen die #Corona-Pandemie am stärksten wüten… https://t.co/SaEX4O4uGU",5/1/2021 19:28,Berlin,Merkel,Angela Merkel,Germany,"kanzlerin #merkel mpk: wintermonate monate, #corona-pandemie stärksten wüten…",NEUTRAL,0.988900363445282,-0.988900363445282,0.0,0.0
58,"@unzensuriert @HolgerEwald1 Merkel will ""nur"" habe ich zuerst gelesen. Puhh. Nochmal Glück gehabt.",5/1/2021 19:24,Berlin,Merkel,Angela Merkel,Germany,"""nur"" gelesen. puhh. nochmal glück gehabt.",NEGATIVE,0.9776598215103149,-0.9776598215103149,0.0,0.9776598215103149
59,"@KathrinBischoff @PankowerPflanze Merkel war da auch klar, wie vor Weihnachten. Da hatte dann aber jedes Bundesland… https://t.co/nzzv3mSsuS",5/1/2021 19:15,Berlin,Merkel,Angela Merkel,Germany,"klar, weihnachten. jedes bundesland…",NEUTRAL,0.9447206258773804,-0.9447206258773804,0.0,0.0
60,"@harald_christ Ganz korrekt ist die grafische Darstellung aber nicht ;-) Merkel hat in der PK deutlich gemacht, wie… https://t.co/YAVuw9VTAh",5/1/2021 19:14,Berlin,Merkel,Angela Merkel,Germany,"korrekt grafische darstellung ;-) pk deutlich gemacht, wie…",POSITIVE,0.95529705286026,0.95529705286026,0.95529705286026,0.0
61,"Merkel: 15km Radius - es gilt der WohnORT. 
Berliner*innen: 🧐😕🙄",5/1/2021 19:11,Berlin,Merkel,Angela Merkel,Germany,merkel: 15km radius - gilt wohnort. berliner*innen: 🧐😕🙄,NEUTRAL,0.9986007809638977,-0.9986007809638977,0.0,0.0
62,So siehts aus. https://t.co/ucoC3QN6TG,5/1/2021 19:10,Berlin,Merkel,Angela Merkel,Germany,siehts aus.,NEGATIVE,0.9473592042922974,-0.9473592042922974,0.0,0.9473592042922974
63,#1News4Links Lockerungen der Corona-Maßnahmen? Aktuell nicht denkbar – im Gegenteil: Kanzlerin und die Ministerpräs… https://t.co/gfYrXEmeJE,5/1/2021 19:10,Berlin,Merkel,Angela Merkel,Germany,#1news4links lockerungen corona-maßnahmen? aktuell denkbar – gegenteil: kanzlerin ministerpräs…,NEUTRAL,0.9788087010383606,-0.9788087010383606,0.0,0.0
64,"Ich soll ein ""#Merkel Mitläufer !!!"" sein. Ja ne ist klar.",5/1/2021 19:10,Berlin,Merkel,Angela Merkel,Germany,"""#merkel mitläufer !!!"" sein. klar.",NEGATIVE,0.6275842189788818,-0.6275842189788818,0.0,0.6275842189788818
65,Eu não aguento maaaaais! https://t.co/QiqOUIsSeQ,5/1/2021 19:09,Berlin,Merkel,Angela Merkel,Germany,eu não aguento maaaaais!,NEGATIVE,0.9854697585105896,-0.9854697585105896,0.0,0.9854697585105896
66,"@TrixiMaus502 Ah ja, Merkel Mitläufer. Ja ne ist klar.",5/1/2021 19:09,Berlin,Merkel,Angela Merkel,Germany,"ah ja, mitläufer. klar.",NEGATIVE,0.6623929142951965,-0.6623929142951965,0.0,0.6623929142951965
67,"""The measures we have adopted today are drastic.""

Angela Merkel on why the government was forced to extend and exp… https://t.co/zonCyPMhCB",5/1/2021 19:09,Berlin,Merkel,Angela Merkel,Germany,"""the measures adopted today drastic."" angela forced extend exp…",NEGATIVE,0.9883019328117371,-0.9883019328117371,0.0,0.9883019328117371
68,"Frau Merkel will das Impfen jetzt zur Chefsache machen- na, Gott sei Dank",5/1/2021 19:08,Berlin,Merkel,Angela Merkel,Germany,"frau impfen chefsache machen- na, gott",NEUTRAL,0.9970402717590332,-0.9970402717590332,0.0,0.0
69,Mir sind die neuen Merkel-Maßnahmen noch nicht knallhart genug,5/1/2021 19:05,Berlin,Merkel,Angela Merkel,Germany,merkel-maßnahmen knallhart,NEUTRAL,0.9861894249916077,-0.9861894249916077,0.0,0.0
70,"Stimmt schon, dass A. Merkel von Anfang an die Lage klar war, während @jensspahn seit Feb. zum Handeln gezwungen we… https://t.co/tfnDvnNr6K",5/1/2021 19:05,Berlin,Merkel,Angela Merkel,Germany,"stimmt schon, a. anfang lage klar war, feb. handeln gezwungen we…",POSITIVE,0.8999659419059753,0.8999659419059753,0.8999659419059753,0.0
71,Merkel torjui aika uskottavasti myös viime päivien väitteet liittyen kriisistä terveysministerin asemaan ja esiinty… https://t.co/qmYDh74LAl,5/1/2021 19:02,Berlin,Merkel,Angela Merkel,Germany,torjui aika uskottavasti myös viime päivien väitteet liittyen kriisistä terveysministerin asemaan esiinty…,NEGATIVE,0.7237600088119507,-0.7237600088119507,0.0,0.7237600088119507
72,"Vanhemmille lapsen kotihoitoon tukea (vapaapäiviä), joka normaalisti tarkoitettu sairaan lapsen hoitoon. 

Rokottam… https://t.co/r3CByZ03Zs",5/1/2021 19:02,Berlin,Merkel,Angela Merkel,Germany,"vanhemmille lapsen kotihoitoon tukea (vapaapäiviä), joka normaalisti tarkoitettu sairaan lapsen hoitoon. rokottam…",NEGATIVE,0.680365264415741,-0.680365264415741,0.0,0.680365264415741
73,Saksassa yhteiskunnan sulkua (ml. koulut ja päiväkodit) pidennetään tammikuun loppuun. Iso syy tähän on uusi virusm… https://t.co/kRsTNi7J5W,5/1/2021 19:02,Berlin,Merkel,Angela Merkel,Germany,saksassa yhteiskunnan sulkua (ml. koulut päiväkodit) pidennetään tammikuun loppuun. iso syy tähän uusi virusm…,NEGATIVE,0.9531248807907104,-0.9531248807907104,0.0,0.9531248807907104
74,"Lockdown, Schulen, Impfungen: Bundeskanzlerin Angela Merkel erklärt die Ergebnisse des Corona-Gipfels (volle Länge)… https://t.co/g40pPnoc17",5/1/2021 19:02,Berlin,Merkel,Angela Merkel,Germany,"lockdown, schulen, impfungen: bundeskanzlerin angela erklärt ergebnisse corona-gipfels (volle länge)…",NEUTRAL,0.9999850392341614,-0.9999850392341614,0.0,0.0
75,Hatte geträumt Frau Merkel würde mich zuhause einsperren bis Herr Drosten sagt dass es jetzt gut ist.,5/1/2021 19:00,Berlin,Merkel,Angela Merkel,Germany,geträumt frau zuhause einsperren herr drosten ist.,NEUTRAL,0.9996249079704285,-0.9996249079704285,0.0,0.0
76,"Die 15-km-Radius-Beschränkung gilt für gesamten WohnORT, nicht WohnADRESSE. Also zB München oder Berlin PLUS 15 km.… https://t.co/v2O6KUVRWM",5/1/2021 18:59,Berlin,Merkel,Angela Merkel,Germany,"15-km-radius-beschränkung gilt gesamten wohnort, wohnadresse. zb münchen berlin plus km.…",NEUTRAL,0.9990330338478088,-0.9990330338478088,0.0,0.0
77,"@Dissident2021 Immer das gleiche , erst due Backen auf Blasen und dann wegen angeblich rechter Instrumentalisierung… https://t.co/ZACIB3LsHr",5/1/2021 18:59,Berlin,Merkel,Angela Merkel,Germany,"gleiche , backen blasen angeblich instrumentalisierung…",NEGATIVE,0.9826338291168213,-0.9826338291168213,0.0,0.9826338291168213
78,➡️➡️➡️ BREAKING NEWS: Ministerpräsidenten und Merkel verlängern den Lockdown bis zum nächsten Schalker Sieg🤣🤣 https://t.co/60fzFOQMRn,5/1/2021 18:59,Berlin,Merkel,Angela Merkel,Germany,➡️➡️➡️ breaking news: ministerpräsidenten verlängern lockdown nächsten schalker sieg🤣🤣,NEUTRAL,0.9935719966888428,-0.9935719966888428,0.0,0.0
79,"#Merkel 🥰 😎

#MPK #Corona #SPD https://t.co/NYdve0AjeD",5/1/2021 18:58,Berlin,Merkel,Angela Merkel,Germany,#merkel 🥰 😎 #mpk #corona #spd,NEUTRAL,0.6744092106819153,-0.6744092106819153,0.0,0.0
